file_in,*,**,***,95% ci,95% confidence interval,anova,as-if randomisation,average causal effect,average component marginal effect,average treatment effect,axis,bayesian,bootstrap,bootstrapped,bootstrapping,coefficient,cohen's d,confidence interval,confounder,confounders,conjoint experiment,control variable,dependent variable,difference-in-differences,dv,estimation strategy,estimator,explanatory variable,f statistic,f-statistic,function,generalised linear model,heteroskedasticity,hierarchical model,independent variable,index,instrumental variable,intercept,interest variable,iv,linear model,linear regression,log,logit,manova,marginal effect,maximum likelihood,mean,measurement error,median,missing data,model,model fit,multi-level model,multilevel model,multivariate analyses,multivariate analysis,multinomial,n =,n=,natural experiment,natural log,negative binomial,non-linear model,non-parametric regression,nonlinear model,nonparametric regression,novel data,novel dataset,novel data-set,obs.,ols,ordinal,ordinary least squares,original data,original dataset,original data-set,outcome variable,p < 0.001,p < 0.01,p < 0.05,p value,p-value,p<0.001,p<0.01,p<0.05,parameter estimate,parameters,point estimate,poisson,population,posterior probability,power analysis,predicted probability,predictor,preregister,preregistered,preregistration,probability,probit,quantitative,quasi-experimental,r2,random sample,regression,regression discontinuity,representative sample,residual,residuals,response variable,robustness,robustness check,sample,sample size,simulation,standard deviation,stata,statistical power,statistical significance,statistically significant,std. dev.,subsamples,t model,t test,t-test,transformation,variables,vignette experiment,x-axis,y-axis,β,δ,σ
10.1007_s10290-017-0285-1,342,121,74,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,10,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,21,6,0,1,2,4,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,7,0,29,0,0,0,0,0,1,5,0,0,0,0,0,15,25,0,0,0,0,0,0
10.1007_s10290-017-0287-z,467,158,126,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,3,15,0,0,0,1,5,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,20,0,0,2,0,0,0,0,0,0,0,0,0,11,41,0,0,0,0,0,0
10.1007_s10290-017-0290-4,249,85,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,5,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0
10.1007_s10290-017-0291-3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,4,0,0,0,0,20,0,0,0,0,7,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,9,12,0,0,0,23,0,4,5,0,0,0,0,2,0,0,0,0,0,16,0,2,0,0,0,0
10.1007_s10290-017-0292-2,506,171,139,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,4,2,9,0,0,0,0,0,0,2,0,1,0,6,0,0,7,0,0,0,0,0,0
10.1007_s10290-017-0298-9,278,97,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,10,0,0,11,0,0,0,2,0,0,0,0,0,0,53,0,0,0,0,0,0
10.1007_s10290-017-0301-5,223,77,60,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,9,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,15,3,0,0,1,0,4,0,0,1,1,0,1,0,17,0,0,0,0,0,0,25,0,0,0,0,0,0,16,0,0,0,0,0,0
10.1007_s10290-017-0302-4,314,105,102,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,1,3,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,10,0,0,0,2,0,6,0,15,0,0,1,0,0,1,3,0,1,0,0,0,0,23,0,0,0,0,0,0
10.1007_s10290-018-0308-6,973,328,283,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,53,0,0,0,0,0,0,2,0,0,0,0,30,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,27,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
10.1007_s10290-018-0310-z,1386,475,342,0,0,0,0,0,0,0,0,0,2,1,1,6,0,0,0,0,0,0,18,0,0,1,5,1,0,0,9,0,0,0,0,18,0,0,0,0,0,0,58,1,0,1,0,6,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,38,36,0,0,0,0,7,0,0,2,0,0,4,1,34,2,0,1,1,0,7,4,0,0,0,0,0,0,53,0,0,0,0,0,0
10.1007_s10290-018-0313-9,544,181,151,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,1,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,9,4,0,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,3,0,0,0,0,0,0,17,0,0,0,1,1,0
10.1007_s10290-018-0318-4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007_s10290-018-0319-3,329,110,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,6,0,0,4,16,0,0,0,14,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,43,0,0,0,0,0,0
10.1007_s10290-018-0321-9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.1007_s10290-018-0322-8,935,315,282,0,0,0,0,0,0,0,0,0,1,3,0,8,0,1,0,0,0,0,8,0,0,0,1,0,0,0,9,0,0,0,0,58,0,0,0,1,0,0,3,0,0,2,1,6,0,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,6,0,27,1,0,5,0,0,1,1,0,0,0,0,0,0,30,0,0,0,0,0,0
10.1007_s10290-018-0323-7,80,28,18,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
10.1007_s10290-018-0324-6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10.1007_s10290-019-00339-0,3131,1062,930,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,7,0,0,2,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,24,0,0,0,2,0,2,5,0,0,0,0,0,0,56,0,0,0,0,0,0
10.1007_s10290-019-00341-6,689,239,176,0,0,1,0,0,0,1,0,0,0,5,2,20,0,0,0,0,0,1,13,0,0,3,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,10,0,26,0,0,0,0,0,11,6,13,1,0,0,3,0,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0
10.1007_s10290-019-00345-2,158,51,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,89,0,0,0,1,0,0,18,0,0,1,1,2,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0
10.1007_s10290-019-00351-4,22,7,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,2,0,0,3,4,0,0,0,11,0,3,0,48,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,32,0,0
10.1007_s10290-019-00353-2,486,167,98,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,18,1,20,0,0,3,0,0,0,4,0,0,0,0,0,1,37,0,0,0,0,0,0
10.1007_s10290-019-00354-1,912,283,275,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,40,0,0,8,0,1,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,7,0,0,4,0,0,2,7,0,0,0,0,0,0,15,0,0,0,0,0,0
10.1007_s10290-019-00356-z,373,126,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,10,0,0,0,0,3,5,0,0,3,0,0,34,0,0,1,0,4,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,26,9,1,0,0,0,8,1,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0
10.1007_s10290-019-00357-y,382,128,112,0,0,0,0,0,0,1,2,0,0,0,0,13,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,5,0,1,0,0,0,2,0,46,1,0,0,3,0,3,7,0,0,0,0,0,1,10,0,1,0,0,0,0
10.1007_s10290-019-00358-x,1042,339,303,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,1,0,5,0,5,0,0,11,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,9,0,7,0,0,0,0,0,7,0,10,0,0,1,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0
10.1007_s10290-019-00359-w,409,141,118,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,5,0,0,4,0,0,0,1,5,0,0,0,5,1,0,0,7,0,2,0,6,0,1,0,110,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,6,1,2,0,0,2,0,0,0,8,0,0,0,0,0,0,50,0,0,0,0,0,0
10.1007_s10290-019-00361-2,38,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,2,10,0,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,17,0,0,0,0,0,0,29,0,0,0,3,1,0
10.1007_s10290-019-00363-0,332,110,99,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,1,0,0,10,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,2,0,5,1,10,0,0,0,0,0,1,0,19,0,0,8,0,0,0,9,0,5,0,0,0,0,10,0,0,0,0,0,0
10.1007_s10290-019-00365-y,353,105,80,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,4,0,2,0,0,0,0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
10.1007_s10290-019-00366-x,681,239,162,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,23,0,0,1,1,0,0,0,0,0,8,0,0,22,0,0,0,0,0,0,19,0,2,0,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0
10.1007_s10290-019-00367-w,616,204,187,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,19,0,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,4,0,0,0,5,5,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,11,2,9,0,0,0,4,0,1,18,0,0,0,0,0,0,22,0,0,0,0,0,0
10.1007_s10290-019-00369-8,628,217,155,0,1,0,0,0,0,0,0,0,7,0,0,1,0,11,0,0,0,1,14,0,0,0,4,0,0,0,9,0,1,0,0,11,0,0,0,2,7,0,9,0,3,3,10,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,2,3,0,6,0,41,0,0,2,0,0,6,5,0,1,0,0,0,5,37,0,0,0,0,0,0
10.1007_s10290-019-00372-z,192,61,53,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,1,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0
10.1007_s10290-020-00373-3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,30,1,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
10.1007_s10290-020-00374-2,10,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,16,0,0,3,7,1,1,0,11,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,4,7,1,0,0,0,11,0,0,0,0,0,10,3,8,0,0,0,0,1,0,0,0,0,0,0,0,2,11,0,0,0,0,4,0
10.1007_s10290-020-00376-0,138,31,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,0,5,0,0,0,0,0,0,0,4,38,0,0,0,4,0,1,0,0,0,1,0,3,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,2,2,5,0,0,2,2,0,0,22,0,0,0,0,0,1,55,0,0,0,1,0,0
10.1007_s10290-020-00378-y,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,16,0,0,0,0,6,0,0,0,0,0,0,27,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,8,0
10.1007_s10290-020-00379-x,342,167,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,2,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,3,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,9,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,0,0,0,0
10.1007_s10290-020-00387-x,96,32,25,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,14,0,0,12,0,0,0,0,2,0,0,0,1,0,1,3,0,0,0,0,0,0,11,0,0,0,0,5,0
10.1007_s10290-020-00389-9,324,112,88,0,0,1,0,0,0,0,0,0,24,7,6,1,0,3,0,0,0,0,1,0,0,0,22,0,0,0,3,0,0,0,0,8,0,0,0,5,0,0,10,0,0,0,5,12,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,11,0,10,6,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
10.1007_s10290-020-00390-2,135,43,41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0
10.1007_s10290-020-00393-z,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,28,0,0,16,0,0,0,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,0,0,0,1,0,11,1,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,3,2,0
10.1007_s10290-020-00394-y,650,217,181,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,1,1,0,0,12,0,4,0,0,91,0,0,0,17,1,1,62,0,0,5,2,4,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,34,48,1,0,1,0,6,0,0,5,7,0,2,0,15,1,1,0,0,0,10,4,0,0,0,0,0,0,70,0,0,0,0,0,0
10.1007_s10290-020-00396-w,139,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,16,0,17,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,8,0,1,0,0,0,1,1,27,1,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0
10.1007_s10290-020-00402-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,1,0,0,2,2,0,0,0,10,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,51,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
10.1007_s10308-008-0186-y,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,7,3,1,4,0,0,0,0,0,0
