file_in,url
10.1111_ajps.12361,10.7910/DVN/8ZJBLI
10.1111_ajps.12362,10.7910/DVN/K7OCDX
10.1111_ajps.12363,10.7910/DVN/MVGYWG
10.1111_ajps.12365,10.7910/DVN/YM4LDG
10.1111_ajps.12368,10.7910/DVN/WYA1S2
10.1111_ajps.12370,10.7910/DVN/ZYRC8S
10.1111_ajps.12371,10.7910/DVN/SEHMGR
10.1111_ajps.12372,10.7910/DVN/2E2M9Z
10.1111_ajps.12373,10.7910/DVN/LNUYXZ
10.1111_ajps.12375,10.7910/DVN/XU8ZWB
10.1111_ajps.12376,10.7910/DVN/7EWDRF
10.1111_ajps.12378,10.7910/DVN/6IOACK
10.1111_ajps.12380,10.7910/DVN/9IKGYY
10.1111_ajps.12382,10.7910/DVN/TVZQG6
10.1111_ajps.12383,10.7910/DVN/I1HVCJ
10.1111_ajps.12385,10.7910/DVN/ICISE4
10.1111_ajps.12386,10.7910/DVN/QBHGRC
10.1111_ajps.12387,10.7910/DVN/RYNSDG
10.1111_ajps.12388,10.7910/DVN/WGWMAV
10.1111_ajps.12391,10.7910/DVN/7190MT
10.1111_ajps.12392,10.7910/DVN/YWZBUJ
10.1111_ajps.12394,10.7910/DVN/XZ0IZE
10.1111_ajps.12396,10.7910/DVN/GSQG1K
10.1111_ajps.12397,10.7910/DVN/CQXHTH
10.1111_ajps.12398,10.7910/DVN/OOIEAO
10.1111_ajps.12399,10.7910/DVN/JNEQYJ
10.1111_ajps.12400,10.7910/DVN/ZSJA25
10.1111_ajps.12401,10.7910/DVN/XYUWYJ
10.1111_ajps.12404,10.7910/DVN/KPJUFL
10.1111_ajps.12406,10.7910/DVN/2VF2J0
10.1111_ajps.12407,10.7910/DVN/3DK6JA
10.1111_ajps.12408,10.7910/DVN/OGVWDE
10.1111_ajps.12412,10.7910/DVN/PB8X8P
10.1111_ajps.12413,10.7910/DVN/WPVSMH
10.1111_ajps.12415,10.7910/DVN/HUZGPJ
10.1111_ajps.12419,10.7910/DVN/AGIMGY
10.1111_ajps.12420,10.7910/DVN/SZ9YXZ
10.1111_ajps.12421,10.7910/DVN/Y43XZR
10.1111_ajps.12422,10.7910/DVN/8KNF3I
10.1111_ajps.12423,10.7910/DVN/9SF3TI
10.1111_ajps.12425,10.7910/DVN/IAPQ3X
10.1111_ajps.12427,10.7910/DVN/QZNGVJ
10.1111_ajps.12428,10.7910/DVN/CPVIOF
10.1111_ajps.12429,10.7910/DVN/KGIBK5
10.1111_ajps.12430,10.7910/DVN/SSEN5A
10.1111_ajps.12432,10.7910/DVN/FTFJTV
10.1111_ajps.12433,10.7910/DVN/T8OYHT
10.1111_ajps.12436,10.7910/DVN/RLLL1V
10.1111_ajps.12438,10.7910/DVN/BZ9Z2D
10.1111_ajps.12441,10.7910/DVN/T21M2M
10.1111_ajps.12442,10.7910/DVN/FPYKTP
10.1111_ajps.12443,10.7910/DVN/VJLVYU
10.1111_ajps.12444,10.7910/DVN/STXADQ
10.1111_ajps.12447,10.7910/DVN/XJQALC
10.1111_ajps.12448,10.7910/DVN/O6VHZZ
10.1111_ajps.12449,10.7910/DVN/DZ1NFG
10.1111_ajps.12450,10.7910/DVN/UYXRI8
10.1111_ajps.12451,10.7910/DVN/RXXQSQ
10.1111_ajps.12452,10.7910/DVN/HWLW0J
10.1111_ajps.12453,10.7910/DVN/YU84D7
10.1111_ajps.12460,10.7910/DVN/ZUH3UG
10.1111_ajps.12464,10.7910/DVN/PXOT5L
10.1111_ajps.12465,10.7910/DVN/MTQEE1
10.1111_ajps.12466,10.7910/DVN/KKQFKA
10.1111_ajps.12468,10.7910/DVN/QBTECH
10.1111_ajps.12470,10.7910/DVN/0EIQXL
10.1111_ajps.12471,10.7910/DVN/NOYBCQ
10.1111_ajps.12472,10.7910/DVN/7ZVSYO
10.1111_ajps.12473,10.7910/DVN/SKPPLH
10.1111_ajps.12475,10.7910/DVN/PGFOXW
10.1111_ajps.12477,10.7910/DVN/QYG8ZI
10.1111_ajps.12478,10.7910/DVN/NGTWWJ
10.1111_ajps.12481,10.7910/DVN/PBQRGQ
10.1111_ajps.12490,10.7910/DVN/Y3XHB6
10.1111_ajps.12491,10.7910/DVN/8JHA2X
10.1111_ajps.12492,10.7910/DVN/QWLGGN
10.1111_ajps.12493,10.7910/DVN/JYKL9M
10.1111_ajps.12494,10.7910/DVN/ELG3DE
10.1111_ajps.12496,10.7910/DVN/Y82RW8
10.1111_ajps.12497,10.7910/DVN/MS6ZTZ
10.1111_ajps.12499,10.7910/DVN/8PIIAI
10.1111_ajps.12501,10.7910/DVN/AZFHYN
10.1111_ajps.12504,10.7910/DVN/SYYMJ0
10.1111_ajps.12506,10.7910/DVN/ZBRTJH
10.1111_ajps.12508,10.7910/DVN/KQU3RR
10.1111_ajps.12509,10.7910/DVN/KG2APR
10.1111_ajps.12510,10.7910/DVN/KH9N7W
10.1111_ajps.12511,10.7910/DVN/0QOVCH
10.1111_ajps.12512,10.7910/DVN/0MXT0H
10.1111_ajps.12513,10.7910/DVN/PMYBBM
10.1111_ajps.12513,10.7910/DVN/CVYSR7
10.1111_ajps.12514,10.7910/DVN/Y8KIUK
10.1111_ajps.12515,10.7910/DVN/REXZ8H
10.1111_ajps.12516,10.7910/DVN/SLXRVJ
10.1111_ajps.12517,10.7910/DVN/UEARI0
10.1111_ajps.12518,10.7910/DVN/8XT86F
10.1111_ajps.12519,10.7910/DVN/U6EC8N
10.1111_ajps.12520,10.7910/DVN/9QUMY3
10.1111_ajps.12521,10.7910/DVN/QEMNP1
10.1111_ajps.12524,10.7910/DVN/YQSBOA
10.1111_ajps.12526,10.7910/DVN/HTMX3K
10.1111_ajps.12527,10.7910/DVN/P5TAFD
10.1111_ajps.12528,10.7910/DVN/KRIR6G
10.1111_ajps.12529,10.7910/DVN/Q5PV4U
10.1111_ajps.12530,10.7910/DVN/BQ9M2U
10.1111_ajps.12531,10.7910/DVN/YSS19O
10.1111_ajps.12534,10.7910/DVN/Q5PRNX
10.1111_ajps.12535,10.7910/DVN/6SRI9K
10.1111_ajps.12536,10.7910/DVN/8L1SHV
10.1111_ajps.12537,10.7910/DVN/VJUOOV
10.1111_ajps.12539,10.7910/DVN/NYONTD
10.1111_ajps.12541,10.7910/DVN/8MV984
10.1111_ajps.12542,10.7910/DVN/R3GZZW
10.1111_ajps.12543,10.7910/DVN/ZEKFG7
10.1111_ajps.12557,10.7910/DVN/93GVWI
10.1111_ajps.12560,10.7910/DVN/5S1HRF
10.1111_ajps.12564,10.7910/DVN/FITPUI
10.1111_ajps.12571,10.7910/DVN/RJKIUP
10.1111_gove.12432,10.7910/DVN/IEYEZB
10.1111_gove.12435,10.7910/DVN/LF26E1
10.1111_gove.12452,10.7910/DVN/X0TCZS
10.1111_gove.12482,10.7910/DVN/XEELVR
10.1111_gove.12493,10.7910/DVN/E8KPJF
10.1111_gove.12497,10.7910/DVN/MFSZJH
10.1111_gove.12504,10.7910/DVN/MT38TG
10.1111_gove.12517,10.7910/DVN/POGB9G
10.1111_gove.12523,10.7910/DVN/XCOBE9
10.1111_gove.12526,10.7910/DVN/NQGFWJ
10.1111_jcms.12801,10.7910/DVN/OMS7VI
10.1111_lsq.12253,10.7910/DVN/XFXJNY
10.1111_lsq.12273,10.7910/DVN/QTWTFF
10.1111_lsq.12289,10.7910/DVN/R7L9T9
10.1111_lsq.12324,10.7910/DVN/RPAPDB
10.1111_lsq.12324,10.7910/DVN/CI2EPI
10.1111_padm.12520,10.7910/DVN/EH0D15
10.1111_padm.12570,10.7910/DVN/HO1EF5
10.1111_pops.12403,10.7910/DVN/IM4DLL
10.1111_pops.12574,10.7910/DVN/PSETMP
10.1111_psj.12406,10.7910/DVN/YYZCA0
10.1111_rego.12283,10.7910/DVN/QSDYLH
10.1111_ropr.12335,10.7910/DVN/BA8G35
10.1111_ropr.12380,10.7910/DVN/BOJ0WY
10.1146_annurev-polisci-050317-071108,10.7910/DVN/Q8OHRS
10.1162_glep_a_00505,10.7910/DVN/WUK8AN
10.1163_19426720-02604003,10.7910/DVN/V78JGZ
10.1177_0010414014556212,10.7910/DVN/26626H
10.1177_0010414015621072,10.7910/DVN/DMMQ4L
10.1177_0010414017710260,10.7910/DVN/B075NQ
10.1177_0010414017740590,10.7910/DVN/THNDTR
10.1177_0010414018762369,10.7910/DVN/ICFNGT
10.1177_0010414018806529,10.7910/DVN/BSASJR
10.1177_0010414020938081,10.7910/DVN/8NEL7B
10.1177_0010414020938081,10.7910/DVN/22K7WU
10.1177_0010414020938089,10.7910/DVN/LAUZHP
10.1177_0010414020970211,10.7910/DVN/NDHS9Q
10.1177_0010414021989763,10.7910/DVN/SVGIJV
10.1177_0010836716652431,10.7910/DVN/OMQAEW
10.1177_0010836716673088,10.7910/DVN/SSEZKB
10.1177_0020702017723931,10.7910/DVN/9D3PSO
10.1177_0022002720983437,10.7910/DVN/IWTDSF
10.1177_0022343316675909,10.7910/DVN/DBSEQC
10.1177_0022343317731152,10.7910/DVN/IS7ZDQ
10.1177_0022343320965670,10.7910/DVN/7C7KPU
10.1177_0032321720923257,10.7910/DVN/KHBJVZ
10.1177_0032329216683165,10.7910/DVN/CJBTGD
10.1177_0047117820970320,10.7910/DVN/UBXZHC
10.1177_0192512119829516,10.7910/DVN/MQCI3U
10.1177_1065912917722233,10.7910/DVN/NIU9IT
10.1177_1065912917738576,10.7910/DVN/L1V6BP
10.1177_1065912917749322,10.7910/DVN/BOCEWB
10.1177_1065912917750783,10.7910/DVN/TKDGD3
10.1177_1065912918760729,10.7910/DVN/HUW9FL
10.1177_1065912918785459,10.7910/DVN/STCXYK
10.1177_1065912918789283,10.7910/DVN/NOWFJG
10.1177_1065912918798506,10.7910/DVN/C8AMXR
10.1177_1065912919838626,10.7910/DVN/BKO3Z9
10.1177_1065912919850342,10.7910/DVN/TONE1D
10.1177_1065912919866511,10.7910/DVN/TNKBAD
10.1177_1354066120923028,10.7910/DVN/LZHTBE
10.1177_1354068818820671,10.7910/DVN/F0YGNC
10.1177_1354068820927686,10.7910/DVN/LFTQEZ
10.1177_1369148118762279,10.7910/DVN/PZLXFQ
10.1177_1478929919864773,10.7910/DVN/IPPPNU
10.1177_1532673x18763875,10.7910/DVN/Y38VIQ
10.1177_1532673x19840732,10.7910/DVN/LVBEJK
10.1177_1532673x20922525,10.7910/DVN/CDGXU2
10.1177_1940161220935058,10.7910/DVN/EL3KYD
