dv_doi,paper_doi
10.7910/DVN/GHXJYL,10.1017/s0043887117000375
10.7910/DVN/KOVT5Y,10.1017/s0043887119000133
10.7910/DVN/RAHUFD,10.1017/s0043887121000101
10.7910/DVN/M0PKZE,10.1017/s0043887121000034
10.7910/DVN/OMDQI9,10.1017/s0043887121000071
10.7910/DVN/RAHUFD,10.1017/s0043887116000290
10.7910/DVN/OMDQI9,10.1017/s0043887120000106
10.7910/DVN/YSVMS2,10.1017/s0043887119000078
10.7910/DVN/VL6E3Q,10.1017/s0043887117000193
10.7910/DVN/WVBZNE,10.1017/s000305541900042x
10.7910/DVN/AOTVAU,10.1017/s0003055418000461
10.7910/DVN/SJI4IA,10.1017/s0003055418000564
10.7910/DVN/EKZQSZ,10.1017/s0003055419000303
10.7910/DVN/NNBZP7,10.1017/s0003055413000245
10.7910/DVN/XI7ENB,10.1017/s0003055420000192
10.7910/DVN/HULLNG,10.1017/s0003055420000155
10.7910/DVN/MYF97D,10.1017/s0003055420000118
10.7910/DVN/QTOIQF,10.1017/s0003055418000886
10.7910/DVN/XEXISR,10.1017/s0003055417000594
10.7910/DVN/7NC3UL,10.1017/s0003055415000234
10.7910/DVN/7WFX1K,10.1017/s0003055420000313
10.7910/DVN/QIWQWL,10.1017/s0003055420000568
10.7910/DVN/QQ2FV9,10.1017/s000305542000060x
10.7910/DVN/YF761K,10.1017/s0003055420000635
10.7910/DVN/N1JX6Y,10.1017/s0003055420000477
10.7910/DVN/IUZDQI,10.1017/s0003055420000544
10.7910/DVN/57QESD,10.1017/s0003055420000623
10.7910/DVN/EDRAIQ,10.1017/s0003055418000631
10.7910/DVN/OWQNVF,10.1017/s000305541800059x
10.7910/DVN/6A2J2T,10.1017/s0003055418000692
10.7910/DVN/VKOMCK,10.1017/s0003055418000667
10.7910/DVN/YUNDMQ,10.1017/s0003055418000515
10.7910/DVN/EY2I6M,10.1017/s000305541700017x
10.7910/DVN/5CYWWF,10.1017/s0003055418000862
10.7910/DVN/E7OQEY,10.1017/s0003055418000114
10.7910/DVN/TI5BPV,10.1017/s000305541800045x
10.7910/DVN/HHMXU3,10.1017/s0003055418000436
10.7910/DVN/UHUK4P,10.1017/s0003055419000327
10.7910/DVN/PAMABU,10.1017/s0003055420000817
10.7910/DVN/XS4P50,10.1017/s0003055420000854
10.7910/DVN/1XXDMW,10.1017/s000305542000091x
10.7910/DVN/T1TELH,10.1017/s0003055418000382
10.7910/DVN/CTQKJA,10.1017/s0003055412000159
10.7910/DVN/CTZNJV,10.1017/s0003055418000102
10.7910/DVN/VGWNP9,10.1017/s0003055419000649
10.7910/DVN/T5DKRO,10.1017/s0003055416000691
10.7910/DVN/EKZQSZ,10.1017/s0003055419000029
10.7910/DVN/H1CCWM,10.1017/s0003055419000145
10.7910/DVN/5MAQC2,10.1017/s0003055419000844
10.7910/DVN/VWBTL5,10.1017/s0003055419000819
10.7910/DVN/VHNHHN,10.1017/s0003055417000491
10.7910/DVN/SAPQYS,10.1017/s000305541800014x
10.7910/DVN/JSR0OE,10.1017/s0003055418000242
10.7910/DVN/27192,10.1017/s0003055414000331
10.7910/DVN/KGVBNC,10.1017/s0003055418000254
10.7910/DVN/TPGPCR,10.1017/s0003055417000624
10.7910/DVN/RDIJQC,10.1017/s0003055420000556
10.7910/DVN/UM0ZOF,10.1017/s0003055420000799
10.7910/DVN/AJHFHU,10.1017/s0003055418000199
10.7910/DVN/TRLSJA,10.1017/s0003055420000295
10.7910/DVN/B9U5BH,10.1017/s0003055419000789
10.7910/DVN/VRH8ND,10.1017/s0003055420000684
10.7910/DVN/UJYEAD,10.1017/s0003055417000636
10.7910/DVN/PCM2O2,10.1017/s0003055418000333
10.7910/DVN/TTE3SQ,10.1017/s0003055418000047
10.7910/DVN/ZJTLSW,10.1017/s0003055419000078
10.7910/DVN/UTAP1V,10.1017/s000305541600071x
10.7910/DVN/XKMNAO,10.1017/s0003055419000066
10.7910/DVN/YFPCBP,10.1017/s0003055417000090
10.7910/DVN/2CITBJ,10.1017/s0003055420000337
10.7910/DVN/X7AMNO,10.1017/s0003055417000454
10.7910/DVN/ZABHCA,10.1017/s0003055420000830
10.7910/DVN/PYRVKV,10.1017/s0003055420000180
10.7910/DVN/H13U6G,10.1017/s0003055412000615
10.7910/DVN/MOL5B3,10.1017/s0003055420000763
10.7910/DVN/HDDPTB,10.1017/s0003055420000829
10.7910/DVN/CFASH6,10.1017/s0003055419000613
10.7910/DVN/KDSF60,10.1017/s000305541600068x
10.7910/DVN/1ZOEEX,10.1017/s0003055418000643
10.7910/DVN/DHZBAB,10.1017/s0003055419000017
10.7910/DVN/LMW871,10.1017/s0003055419000480
10.7910/DVN/0ZRGEE,10.1017/s0003055417000302
10.7910/DVN/8ZT2ID,10.1017/s0003055420000386
10.7910/DVN/K1XN7Q,10.1017/s0003055417000120
10.7910/DVN/PSGCJH,10.1017/s000305541800031x
10.7910/DVN/INVDWM,10.1017/s0003055417000272
10.7910/DVN/YDSRWF,10.1017/s0003055418000588
10.7910/DVN/2XO7HR,10.1017/s0003055420000787
10.7910/DVN/KWPEKK,10.1017/s0003055418000059
10.7910/DVN/LFQZVU,10.1017/s0003055418000497
10.7910/DVN/V7SQRW,10.1017/s0003055417000284
10.7910/DVN/LCWR7G,10.1017/s0003055420000519
10.7910/DVN/9OK6RH,10.1017/s0003055419000741
10.7910/DVN/W8HUKY,10.1017/s0003055419000479
10.7910/DVN/5QBS9A,10.1017/s0003055420000143
10.7910/DVN/SNW8PV,10.1017/s0003055418000503
10.7910/DVN/ZUMTTN,10.1017/s0003055417000351
10.7910/DVN/26937,10.1017/s0003055413000567
10.7910/DVN/9B8HQN,10.1017/s0003055419000340
10.7910/DVN/6AAGM9,10.1017/s0003055420000350
10.7910/DVN/X2VJJX,10.1017/s0003055420000647
10.7910/DVN/RSSRRV,10.1017/s0003055420000465
10.7910/DVN/XYT1VB,10.1017/s0003055419000194
10.7910/DVN/2IGRV9,10.1017/s0003055416000769
10.7910/DVN/OARGFC,10.1017/s0003055419000716
10.7910/DVN/23402,10.1017/s0003055413000282
10.7910/DVN/IANHOG,10.1017/s0003055418000849
10.7910/DVN/CFTMK2,10.1017/s0003055418000709
10.7910/DVN/CCGPUQ,10.1017/s0003055420000258
10.7910/DVN/HDGUDZ,10.1017/s0003055419000704
10.7910/DVN/VCE7KN,10.1017/s0003055419000868
10.7910/DVN/BOWEJG,10.1017/s0003055420000532
10.7910/DVN/B1HHGV,10.1017/s0003055419000030
10.7910/DVN/AY32JZ,10.1017/s0003055418000308
10.7910/DVN/AW6L1P,10.1017/s0003055419000042
10.7910/DVN/D64FNB,10.1017/s0003055418000825
10.7910/DVN/Z7P7RL,10.1017/s0003055419000492
10.7910/DVN/Z7RTOQ,10.1017/s0003055410000419
10.7910/DVN/J0GBTX,10.1017/s0003055419000832
10.7910/DVN/KPS1KY,10.1017/s0003055419000807
10.7910/DVN/IUG2C4,10.1017/s0003055413000580
10.7910/DVN/03CDTK,10.1017/s0003055418000722
10.7910/DVN/Q8NRTS,10.1017/s0003055418000084
10.7910/DVN/UVANPR,10.1017/s000305541800062x
10.7910/DVN/NFZLI3,10.1017/s0003055419000182
10.7910/DVN/QQ2FV9,10.1017/s000305542000026x
10.7910/DVN/MT9X84,10.1017/s000305541600054x
10.7910/DVN/8SR1GY,10.1017/s0003055417000296
10.7910/DVN/PENDX4,10.1017/s0003055417000399
10.7910/DVN/OVEGLS,10.1017/s0003055420000441
10.7910/DVN/PUIJIU,10.1017/s0003055419000637
10.7910/DVN/KGOUYI,10.1017/s0003055417000326
10.7910/DVN/YUXHZT,10.1017/s0003055420000374
10.7910/DVN/FF3DQM,10.1017/s0003055419000522
10.7910/DVN/TWVXKZ,10.1017/s000305541800093x
10.7910/DVN/VWFKDG,10.1017/s0003055420000416
10.7910/DVN/M4ARI7,10.1017/s0003055419000467
10.7910/DVN/H9XGEB,10.1017/s0003055419000157
10.7910/DVN/S1EUAF,10.1017/s0003055420000970
10.7910/DVN/383K6K,10.1017/s0003055420000945
10.7910/DVN/MO3KOQ,10.1017/s0003055420001033
10.7910/DVN/BC2HEO,10.1017/s0003055420000933
10.7910/DVN/AP0DHP,10.1017/s0003055420001008
10.7910/DVN/FLV8GQ,10.1017/s0003055420001069
10.7910/DVN/BGCVOW,10.1017/s0003055420000957
10.7910/DVN/IROJ12,10.1017/s0003055420001082
10.7910/DVN/C139OP,10.1017/s0003055420001148
10.7910/DVN/CCV1NN,10.1017/s0003055420001124
10.7910/DVN/GYEGW4,10.1017/s000305542000115x
10.7910/DVN/XMKPSQ,10.1017/s0003055421000010
10.7910/DVN/GNR1ZE,10.1017/s0003055420001045
10.7910/DVN/DZWOCK,10.1017/s000305542100006x
10.7910/DVN/GKVNDS,10.1017/s0003055421000125
10.7910/DVN/8BTOHQ,10.1017/s000305542000101x
10.7910/DVN/9CEQKX,10.1017/s0003055421000034
10.7910/DVN/UW8G4Y,10.1017/s0003055421000022
10.7910/DVN/GJIRV0,10.1017/s0003055418000096
10.7910/DVN/KZIXI0,10.1017/s0003055417000715
10.7910/DVN/P6N636,10.1017/s0003055420001094
10.7910/DVN/EAPKQX,10.1017/s0003055421000058
10.7910/DVN/NOMC0H,10.1017/s0003055420000672
10.7910/DVN/FCZDKD,10.1017/s0003055420000404
10.7910/DVN/3KOQWQ,10.1017/s0003055418000424
10.7910/DVN/UN3KML,10.1017/s0003055419000881
10.7910/DVN/GA0X38,10.1017/s0003055416000733
10.7910/DVN/OOMI57,10.1017/s000305541800076x
10.7910/DVN/XF1157,10.1017/s0003055418000850
10.7910/DVN/AI3VM8,10.1017/s0003055417000648
10.7910/DVN/JORLQM,10.1017/s0003055420000520
10.7910/DVN/1QZ0JZ,10.1017/s0003055417000193
10.7910/DVN/QVY8JO,10.1017/s0003055418000928
10.7910/DVN/19FLXV,10.1017/s0003055420000805
10.7910/DVN/28158,10.1017/s0003055414000562
10.7910/DVN/YTRCQE,10.1017/s0003055420000490
10.7910/DVN/10HLY3,10.1017/s0003055417000375
10.7910/DVN/FTYHPJ,10.1017/s000305541900056x
10.7910/DVN/IQW9LQ,10.1017/s0003055412000664
10.7910/DVN/7PZHF6,10.1017/s0003055419000856
10.7910/DVN/ARIQT2,10.1017/s0003055418000679
10.7910/DVN/HUKSID,10.1017/s0003055418000837
10.7910/DVN/5UEEU2,10.1017/s0003055420001057
10.7910/DVN/SJ8ER9,10.1017/s0003055417000570
10.7910/DVN/SFBX6Z,10.1017/s0003055418000357
10.7910/DVN/G3X4EW,10.1017/s0003055418000965
10.7910/DVN/AXVEXM,10.1017/s0003055414000318
10.7910/DVN/QM15HX,10.1017/s000305541900087x
10.7910/DVN/DO43V5,10.1017/s0003055417000600
10.7910/DVN/HD7UUU,10.1017/s000305542000012x
10.7910/DVN/VNHM17,10.1017/s0003055418000606
10.7910/DVN/DQZXQB,10.1017/s0003055418000011
10.7910/DVN/27176,10.1017/s000305541400029x
10.7910/DVN/OJQJRM,10.1017/s0003055417000314
10.7910/DVN/AA96D2,10.1017/s0003055419000352
10.7910/DVN/KBRXOR,10.1017/s0003055417000478
10.7910/DVN/K3QWZW,10.1017/s0003055417000533
10.7910/DVN/TKU9WH,10.1017/s0003055417000156
10.7910/DVN1/22636,10.1017/s0003055412000408
10.7910/DVN/HAU0EX,10.1017/s000305541600037x
10.7910/DVN/GKVNDS,10.1017/s0003055420001070
10.7910/DVN/IR9XGC,10.1017/s0003055420000696
10.7910/DVN/YDBMNI,10.1017/s0003055420000027
10.7910/DVN/VTUSLV,10.1017/s0003055418000412
10.7910/DVN/5QUCW7,10.1017/s0003055418000618
10.7910/DVN/YGUHTD,10.1017/s0003055418000783
10.7910/DVN/OLTXFC,10.1017/s0003055419000443
10.7910/DVN/X0ZPH4,10.1017/s0003055417000430
10.7910/DVN/FECIO3,10.1017/s0003055419000558
10.7910/DVN/NOWHWG,10.1017/s000305541900008x
10.7910/DVN/SJI4IA,10.1017/s0003055418000175
10.7910/DVN/MO3KOQ,10.1017/s0003055418000485
10.7910/DVN/9AMKHL,10.1017/s0003055419000650
10.7910/DVN/SQH6IF,10.1017/s0003055418000710
10.7910/DVN/SEOCQ0,10.1017/s0003055418000801
10.7910/DVN/NNNPOU,10.1017/s0003055419000285
10.7910/DVN/E3BAO5,10.1017/s0003055420000064
10.7910/DVN/KTCXTE,10.1017/s0003055418000473
10.7910/DVN/8IWRBI,10.1017/s0003055419000091
10.7910/DVN/E7OQEY,10.1017/s0003055417000569
10.7910/DVN/X8ZRVO,10.1017/s0003055418000151
10.7910/DVN/FVCGHC,10.1017/s0003055418000217
10.7910/DVN/8BFYQO,10.1017/s0003055419000923
10.7910/DVN/DYCUSZ,10.1017/s000305541900090x
10.7910/DVN/ZIXH95,10.1017/s0003055419000121
10.7910/DVN/CRPAA8,10.1017/s0003055418000035
10.7910/DVN/GL2WN8,10.1017/s0003055419000893
10.7910/DVN/RUQ2KP,10.1017/s000305541800028x
10.7910/DVN/38BFML,10.1017/s0003055418000795
10.7910/DVN/RJL2DK,10.1017/s0003055419000534
10.7910/DVN/DAR56O,10.1017/s0003055418000266
10.7910/DVN/5UMCKK,10.1017/s000305541700034x
10.7910/DVN/MM2VWC,10.1017/s0003055419000418
10.7910/DVN/AQHPTT,10.1017/s0003055419000698
10.7910/DVN/MCEFXL,10.1017/s0003055420000131
10.7910/DVN/RAMHWP,10.1017/s0003055417000363
10.7910/DVN/TI7ORN,10.1017/s0003055420000222
10.7910/DVN/AL1A4Q,10.1017/s0003055417000685
10.7910/DVN/UYUU9G,10.1146/annurev-polisci-041309-114513
10.7910/DVN/2CITBJ,10.1057/ap.2010.1
10.7910/DVN/NQ0F7P,10.1093/afraf/adab005
10.7910/DVN/MEJBZT,10.1177/0304375411404355
10.7910/DVN/MEJBZT,10.1017/s0002930000035600
10.7910/DVN/MEJBZT,10.5305/amerjintelaw.107.2.0378
10.7910/DVN/DFZFQ2,10.5305/amerjintelaw.109.3.0475
10.7910/DVN/PGFOXW,10.1111/ajps.12475
10.7910/DVN/8PIIAI,10.1111/ajps.12499
10.7910/DVN/REXZ8H,10.1111/ajps.12515
10.7910/DVN/8XT86F,10.1111/ajps.12518
10.7910/DVN/KRIR6G,10.1111/ajps.12528
10.7910/DVN/YQSBOA,10.1111/ajps.12524
10.7910/DVN/R3GZZW,10.1111/ajps.12542
10.7910/DVN/AH2PEI,10.1111/ajps.12489
10.7910/DVN/MB2UKU,10.1111/ajps.12488
10.7910/DVN/27672,10.1111/ajps.12293
10.7910/DVN/KH9N7W,10.1111/ajps.12510
10.7910/DVN/W08NIR,10.1111/ajps.12525
10.7910/DVN/Q5PV4U,10.1111/ajps.12529
10.7910/DVN/8MV984,10.1111/ajps.12541
10.7910/DVN/AZFHYN,10.1111/ajps.12501
10.7910/DVN/U6EC8N,10.1111/ajps.12519
10.7910/DVN/QTMOVG,10.1111/ajps.12522
10.7910/DVN/KQU3RR,10.1111/ajps.12508
10.7910/DVN/ZFLG25,10.1111/ajps.12270
10.7910/DVN/JYKL9M,10.1111/ajps.12493
10.7910/DVN/QBTECH,10.1111/ajps.12468
10.7910/DVN/MS6ZTZ,10.1111/ajps.12497
10.7910/DVN/UEARI0,10.1111/ajps.12517
10.7910/DVN/8L1SHV,10.1111/ajps.12536
10.7910/DVN/NYONTD,10.1111/ajps.12539
10.7910/DVN/FITPUI,10.1111/ajps.12564
10.7910/DVN/5S1HRF,10.1111/ajps.12560
10.7910/DVN/PIMURE,10.1111/ajps.12582
10.7910/DVN/8LKROK,10.1111/ajps.12552
10.7910/DVN/0EIQXL,10.1111/ajps.12470
10.7910/DVN/KG2APR,10.1111/ajps.12509
10.7910/DVN/0QOVCH,10.1111/ajps.12511
10.7910/DVN/HTMX3K,10.1111/ajps.12526
10.7910/DVN/VJUOOV,10.1111/ajps.12537
10.7910/DVN/9QUMY3,10.1111/ajps.12520
10.7910/DVN/RJAUNW,10.1111/ajps.12274
10.7910/DVN/Q5PRNX,10.1111/ajps.12534
10.7910/DVN/V8C2HB,10.1111/ajps.12549
10.7910/DVN/W1TDGZ,10.1111/ajps.12282
10.7910/DVN/SURSEO,10.1111/ajps.12272
10.7910/DVN/6SRI9K,10.1111/ajps.12535
10.7910/DVN/SYYMJ0,10.1111/ajps.12504
10.7910/DVN/QYG8ZI,10.1111/ajps.12477
10.7910/DVN/PMYBBM,10.1111/ajps.12513
10.7910/DVN/JIFKOU,10.1111/ajps.12562
10.7910/DVN/ZSYWHO,10.1111/ajps.12268
10.7910/DVN/IXWZZO,10.1111/ajps.12285
10.7910/DVN/P5TAFD,10.1111/ajps.12527
10.7910/DVN/QEMNP1,10.1111/ajps.12521
10.7910/DVN/RJKIUP,10.1111/ajps.12571
10.7910/DVN/Y8KIUK,10.1111/ajps.12514
10.7910/DVN/93GVWI,10.1111/ajps.12557
10.7910/DVN/SLXRVJ,10.1111/ajps.12516
10.7910/DVN/WTUGFZ,10.1111/ajps.12255
10.7910/DVN/WPKTKJ,10.1111/ajps.12279
10.7910/DVN/ZEKFG7,10.1111/ajps.12543
10.7910/DVN/ELG3DE,10.1111/ajps.12494
10.7910/DVN/FERDAN,10.1111/ajps.12044
10.7910/DVN/NUACCP,10.1111/ajps.12077
10.7910/DVN/LVOSAF,10.1111/ajps.12076
10.7910/DVN/WZR4UH,10.1111/ajps.12071
10.7910/DVN/27584,10.1111/ajps.12175
10.7910/DVN/29243,10.1111/ajps.12191
10.7910/DVN/29095,10.1111/ajps.12184
10.7910/DVN/28750,10.1111/ajps.12182
10.7910/DVN/29375,10.1111/ajps.12192
10.7910/DVN/2EJIZJ,10.1111/ajps.12193
10.7910/DVN/AXI6U1,10.1111/ajps.12196
10.7910/DVN/ZSJA25,10.1111/ajps.12400
10.7910/DVN/KPJUFL,10.1111/ajps.12404
10.7910/DVN/GPRVC6,10.1111/ajps.12409
10.7910/DVN/XYUWYJ,10.1111/ajps.12401
10.7910/DVN/3DK6JA,10.1111/ajps.12407
10.7910/DVN/HUZGPJ,10.1111/ajps.12415
10.7910/DVN/ZRZGTT,10.1111/ajps.12416
10.7910/DVN/SZ9YXZ,10.1111/ajps.12420
10.7910/DVN/IAPQ3X,10.1111/ajps.12425
10.7910/DVN/KGIBK5,10.1111/ajps.12429
10.7910/DVN/K9ARGB,10.1111/ajps.12043
10.7910/DVN/DYJVD4,10.1111/ajps.12045
10.7910/DVN/ASBWSA,10.1111/ajps.12046
10.7910/DVN/96KNLB,10.1111/ajps.12042
10.7910/DVN/KKTXVB,10.1111/ajps.12040
10.7910/DVN/H6CUHY,10.1111/ajps.12050
10.7910/DVN/DMIDY8,10.1111/ajps.12051
10.7910/DVN/SZK4NF,10.1111/ajps.12060
10.7910/DVN/QC0RSU,10.1111/ajps.12066
10.7910/DVN/TW5FHR,10.1111/ajps.12069
10.7910/DVN/0HHML7,10.1111/ajps.12070
10.7910/DVN/XS1SDX,10.1111/ajps.12078
10.7910/DVN/5CVUVU,10.1111/ajps.12074
10.7910/DVN/INOLBS,10.1111/ajps.12079
10.7910/DVN/6TFUSP,10.1111/ajps.12068
10.7910/DVN/27512,10.1111/ajps.12170
10.7910/DVN/27701,10.1111/ajps.12178
10.7910/DVN/27597,10.1111/ajps.12171
10.7910/DVN/27682,10.1111/ajps.12176
10.7910/DVN/27662,10.1111/ajps.12174
10.7910/DVN/27718,10.1111/ajps.12179
10.7910/DVN/29242,10.1111/ajps.12190
10.7910/DVN/29080,10.1111/ajps.12183
10.7910/DVN/RPD7KA,10.1111/ajps.12195
10.7910/DVN/CJMKGX,10.1111/ajps.12199
10.7910/DVN/SBOMZD,10.1111/ajps.12403
10.7910/DVN/PB8X8P,10.1111/ajps.12412
10.7910/DVN/JQEUBQ,10.1111/ajps.12426
10.7910/DVN/CPVIOF,10.1111/ajps.12428
10.7910/DVN/AARL5V,10.1111/ajps.12010
10.7910/DVN/NVYIS9,10.1111/ajps.12011
10.7910/DVN/Y6I5ZI,10.1111/ajps.12015
10.7910/DVN/ZSDJGT,10.1111/ajps.12023
10.7910/DVN/TLT65Z,10.1111/ajps.12030
10.7910/DVN/UA9G8U,10.1111/ajps.12019
10.7910/DVN/6EBCGA,10.1111/ajps.12036
10.7910/DVN/CV40VF,10.1111/ajps.12033
10.7910/DVN/HZAG9F,10.1111/ajps.12034
10.7910/DVN/HBPR8R,10.1111/ajps.12031
10.7910/DVN/HZAXXB,10.1111/ajps.12035
10.7910/DVN/FREK34,10.1111/ajps.12038
10.7910/DVN/FKNFJJ,10.1111/ajps.12039
10.7910/DVN/EDRAIQ,10.1111/ajps.12032
10.7910/DVN/QJD1OW,10.1111/ajps.12052
10.7910/DVN/CNNXPB,10.1111/ajps.12054
10.7910/DVN/DPVRA5,10.1111/ajps.12056
10.7910/DVN/VVCBHZ,10.1111/ajps.12007
10.7910/DVN/QQ69RH,10.1111/ajps.12012
10.7910/DVN/OASXGA,10.1111/ajps.12003
10.7910/DVN/PYKLCA,10.1111/ajps.12024
10.7910/DVN/SQNMPH,10.1111/ajps.12025
10.7910/DVN/DDTCED,10.1111/ajps.12028
10.7910/DVN/26652,10.1111/ajps.12057
10.7910/DVN/24506,10.1111/ajps.12113
10.7910/DVN/23958,10.1111/ajps.12110
10.7910/DVN/24742,10.1111/ajps.12112
10.7910/DVN/24591,10.1111/ajps.12115
10.7910/DVN/26457,10.1111/ajps.12148
10.7910/DVN/25707,10.1111/ajps.12141
10.7910/DVN/26555,10.1111/ajps.12149
10.7910/DVN/26490,10.1111/ajps.12145
10.7910/DVN/26783,10.1111/ajps.12158
10.7910/DVN/27241,10.1111/ajps.12166
10.7910/DVN/26642,10.1111/ajps.12154
10.7910/DVN/27063,10.1111/ajps.12160
10.7910/DVN/27325,10.1111/ajps.12167
10.7910/DVN/25302,10.1111/ajps.12132
10.7910/DVN/25531,10.1111/ajps.12137
10.7910/DVN/29098,10.1111/ajps.12185
10.7910/DVN/29129,10.1111/ajps.12188
10.7910/DVN/28870,10.1111/ajps.12187
10.7910/DVN/4LZXTY,10.1111/ajps.12227
10.7910/DVN/29591,10.1111/ajps.12224
10.7910/DVN/TMTCZD,10.1111/ajps.12242
10.7910/DVN/NC06GQ,10.1111/ajps.12239
10.7910/DVN/03MTMJ,10.1111/ajps.12241
10.7910/DVN/K6ZOOW,10.1111/ajps.12260
10.7910/DVN/STOQ1Q,10.1111/ajps.12261
10.7910/DVN/3DMNPE,10.1111/ajps.12277
10.7910/DVN/KUWA5X,10.1111/ajps.12281
10.7910/DVN/S9MIJU,10.1111/ajps.12284
10.7910/DVN/LCDBRU,10.1111/ajps.12288
10.7910/DVN/Q8CSU8,10.1111/ajps.12290
10.7910/DVN/DJ2DPZ,10.1111/ajps.12287
10.7910/DVN/ACYZIC,10.1111/ajps.12348
10.7910/DVN/H13U6G,10.1111/ajps.12352
10.7910/DVN/MYDZNF,10.1111/ajps.12356
10.7910/DVN/8R3LTP,10.1111/ajps.12359
10.7910/DVN/ROLEY5,10.1111/ajps.12374
10.7910/DVN/TVZQG6,10.1111/ajps.12382
10.7910/DVN/QBHGRC,10.1111/ajps.12386
10.7910/DVN/I1HVCJ,10.1111/ajps.12383
10.7910/DVN/ICISE4,10.1111/ajps.12385
10.7910/DVN/YWZBUJ,10.1111/ajps.12392
10.7910/DVN/HI1CUP,10.1111/ajps.12480
10.7910/DVN/ZBRTJH,10.1111/ajps.12506
10.7910/DVN/24220,10.1111/ajps.12106
10.7910/DVN/24724,10.1111/ajps.12111
10.7910/DVN/24507,10.1111/ajps.12109
10.7910/DVN/24914,10.1111/ajps.12124
10.7910/DVN/26544,10.1111/ajps.12118
10.7910/DVN/25615,10.1111/ajps.12140
10.7910/DVN/24937,10.1111/ajps.12127
10.7910/DVN/24975,10.1111/ajps.12129
10.7910/DVN/26467,10.1111/ajps.12143
10.7910/DVN/26461,10.1111/ajps.12146
10.7910/DVN/24789,10.1111/ajps.12133
10.7910/DVN/24800,10.1111/ajps.12128
10.7910/DVN/24797,10.1111/ajps.12139
10.7910/DVN/26867,10.1111/ajps.12162
10.7910/DVN/27499,10.1111/ajps.12169
10.7910/DVN/26522,10.1111/ajps.12147
10.7910/DVN/27371,10.1111/ajps.12168
10.7910/DVN/26570,10.1111/ajps.12155
10.7910/DVN/28856,10.1111/ajps.12189
10.7910/DVN/9OOLQ7,10.1111/ajps.12214
10.7910/DVN/AIRCBB,10.1111/ajps.12123
10.7910/DVN/INXGMT,10.1111/ajps.12221
10.7910/DVN/OJCQ5O,10.1111/ajps.12225
10.7910/DVN/HPB1CA,10.1111/ajps.12229
10.7910/DVN/X88LYH,10.1111/ajps.12271
10.7910/DVN/LZGQOH,10.1111/ajps.12294
10.7910/DVN/BXXWWW,10.1111/ajps.12296
10.7910/DVN/XU8ZWB,10.1111/ajps.12375
10.7910/DVN/XBNJD9,10.1111/ajps.12347
10.7910/DVN/ZYRC8S,10.1111/ajps.12370
10.7910/DVN/6IOACK,10.1111/ajps.12378
10.7910/DVN/SEHMGR,10.1111/ajps.12371
10.7910/DVN/RYNSDG,10.1111/ajps.12387
10.7910/DVN/WGWMAV,10.1111/ajps.12388
10.7910/DVN/CQXHTH,10.1111/ajps.12397
10.7910/DVN/GSQG1K,10.1111/ajps.12396
10.7910/DVN/OOIEAO,10.1111/ajps.12398
10.7910/DVN/9ZZOTW,10.1111/ajps.12502
10.7910/DVN/M046SB,10.1111/ajps.12500
10.7910/DVN/HWW8DP,10.1111/ajps.12097
10.7910/DVN/WO5H2S,10.1111/ajps.12096
10.7910/DVN1/22651,10.1111/ajps.12095
10.7910/DVN/23302,10.1111/ajps.12083
10.7910/DVN/WCH6ZH,10.1111/ajps.12201
10.7910/DVN/MIXK94,10.1111/ajps.12206
10.7910/DVN/KAQVNP,10.1111/ajps.12209
10.7910/DVN/UPSRNO,10.1111/ajps.12213
10.7910/DVN/UJN9C3,10.1111/ajps.12211
10.7910/DVN/E9UQ0S,10.1111/ajps.12232
10.7910/DVN/J2FA5R,10.1111/ajps.12328
10.7910/DVN/LD6NL8,10.1111/ajps.12329
10.7910/DVN/HIQ4BV,10.1111/ajps.12335
10.7910/DVN/B9SCDJ,10.1111/ajps.12345
10.7910/DVN/8ZJBLI,10.1111/ajps.12361
10.7910/DVN/T8OYHT,10.1111/ajps.12433
10.7910/DVN/BZ9Z2D,10.1111/ajps.12438
10.7910/DVN/RLLL1V,10.1111/ajps.12436
10.7910/DVN/FPYKTP,10.1111/ajps.12442
10.7910/DVN/UYXRI8,10.1111/ajps.12450
10.7910/DVN/OJA7YS,10.1111/ajps.12458
10.7910/DVN/KKQFKA,10.1111/ajps.12466
10.7910/DVN/OKZMIY,10.1111/ajps.12461
10.7910/DVN/NMA2WY,10.1111/ajps.12081
10.7910/DVN/DVP0UW,10.1111/ajps.12091
10.7910/DVN/23063,10.1111/ajps.12090
10.7910/DVN/23851,10.1111/ajps.12101
10.7910/DVN/23818,10.1111/ajps.12102
10.7910/DVN/24128,10.1111/ajps.12099
10.7910/DVN/24827,10.1111/ajps.12098
10.7910/DVN/27466,10.1111/ajps.12082
10.7910/DVN/IYZWUD,10.1111/ajps.12208
10.7910/DVN/RIOEAY,10.1111/ajps.12212
10.7910/DVN/OCUJ2F,10.1111/ajps.12231
10.7910/DVN/GKASQ5,10.1111/ajps.12236
10.7910/DVN/RSD5BV,10.1111/ajps.12306
10.7910/DVN/GZA3GY,10.1111/ajps.12305
10.7910/DVN/GDFJ4N,10.1111/ajps.12304
10.7910/DVN/XZFHCP,10.1111/ajps.12311
10.7910/DVN/NMJ4W9,10.1111/ajps.12312
10.7910/DVN/GTXZ4J,10.1111/ajps.12316
10.7910/DVN/I0VEMG,10.1111/ajps.12319
10.7910/DVN/BFLPBK,10.1111/ajps.12322
